"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",183,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",184,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",187,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",190,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",191,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",192,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",194,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",196,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",200,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",201,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",202,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",203,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",207,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",208,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",211,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",212,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",213,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",232,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",239,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",243,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",245,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",250,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",256,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",264,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",265,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",272,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",274,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",275,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",276,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",279,26
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",280,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",281,7
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",282,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",283,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",285,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",287,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",288,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",289,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",290,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",291,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",293,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",295,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",296,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",299,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",300,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",301,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",302,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",303,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",304,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",305,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",306,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",307,7
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",308,8
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",309,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",310,9
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",311,24
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",312,18
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",313,26
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",314,47
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",315,18
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",316,26
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",317,33
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",318,12
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",319,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",320,12
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",321,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",323,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",324,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",327,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",328,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",330,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",333,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",336,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",337,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",338,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",339,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",340,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",341,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",343,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",344,13
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",345,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",346,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",347,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",348,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",349,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",350,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",357,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",358,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",361,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",362,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",363,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",364,8
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",365,7
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",368,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",369,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",370,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",371,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",372,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",373,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",378,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",379,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",380,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",381,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",382,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",383,9
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",384,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",385,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",386,9
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",387,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",388,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",389,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",390,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",391,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",392,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",393,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",394,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",395,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",396,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",397,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",398,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",399,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",400,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",401,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",402,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",403,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",404,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",405,7
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",406,10
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",407,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",408,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",409,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",410,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",411,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",412,14
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",413,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",414,7
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",415,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",416,12
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",417,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",418,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",421,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",424,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",425,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",427,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",428,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",429,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",431,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",432,7
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",433,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",434,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",435,11
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",436,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",437,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",438,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",439,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",440,11
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",441,16
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",443,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",444,9
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",446,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",448,9
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",449,9
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",450,23
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",451,12
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",452,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",453,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",455,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",456,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",457,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",458,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",459,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",461,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",462,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",464,13
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",465,7
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",466,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",467,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",468,7
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",469,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",470,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",471,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",472,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",473,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",475,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",476,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",477,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",478,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",479,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",480,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",481,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",482,9
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",483,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",484,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",485,11
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",486,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",488,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",489,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",491,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",492,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",495,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",496,5
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",498,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",499,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",501,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",502,1
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",503,4
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",505,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",506,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",507,7
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",508,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",509,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",510,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",511,17
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",512,7
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",513,2
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",514,6
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",515,12
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",517,9
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",518,12
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",519,3
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",520,9
"Solyc11g005170.2.1 RNA-binding 39 (AHRD V3.3 *** A0A0B0PR36_GOSAR)",521,25
